lastName,firstName,middleName,series,number,birthDate,birthPlace,subdivisionCode,issuedDate,issuingAuthority
Мясников,Тимур,Харламович,40 55,506593,24.08.2005,г. Белгород,423-634,04.09.2025,Управление внутренних дел по Кабардино-Балкарской Республике в г. Прохладный
Попов,Андроник,Димитриевич,78 36,414021,12.12.2002,г. Жуковский,393-362,30.01.2023,Главное управление МВД России по Вологодской области
Ефремова,Валерия,Афанасьевна,61 39,233331,13.06.2006,г. Апрелевка,153-553,22.07.2020,Паспортно-визовая служба ОВД по Республике Саха (Якутия)
Александрова,Елизавета,Юрьевна,94 73,192597,29.04.1961,г. Томск,263-861,13.06.2006,Отдел полиции УМВД России по Кемеровской области
Горбунова,Ия,Егоровна,27 51,625601,15.10.2005,г. Ребриха,082-173,06.12.2025,Управление внутренних дел по Республике Карелия в г. Кондопога
Абрамова,Евгения,Николаевна,01 31,185479,08.09.1996,г. Хасан,643-101,10.10.2016,Отделение УФМС России по Хабаровскому краю в г. Комсомольск-на-Амуре
Шестакова,Валентина,Рубеновна,97 92,352170,05.10.1984,г. Волоколамск,523-730,01.11.2004,Районный отдел УФМС России по Саратовской области в г. Балашов
Федоров,Геннадий,Елизарович,31 78,889283,01.01.1971,г. Красновишерск,843-682,03.02.2016,Управление МВД России по Чеченской Республике в г. Аргун
Дементьев,Милий,Эдуардович,06 36,398220,11.05.1977,г. Зеленоград,702-036,06.06.2022,Паспортный стол ОВД по Самарской области
Блинов,Еремей,Гурьевич,77 85,111481,09.03.1972,г. Октябрьское (Хант.),973-661,20.03.2017,Отдел по вопросам миграции ОМВД России по Смоленской области в г. Вязьма
Чернов,Рюрик,Валерианович,90 96,084109,31.07.1991,г. Оха,542-457,14.09.2011,Паспортно-визовая служба ОВД по Оренбургской области
Кулаков,Борислав,Гордеевич,54 78,681097,10.05.1965,г. Новочеркасск,801-544,02.06.2010,Отдел МВД России по Вологодской области в г. Вологда
Архипов,Руслан,Васильевич,01 44,103918,12.03.1995,г. Владикавказ,341-485,25.04.2015,Районный отдел УФМС России по Чувашской Республике
Миронова,Маргарита,Святославовна,66 69,023198,13.09.2007,г. Кропоткин (Краснод.),542-641,11.10.2021,Отдел полиции УМВД России по Амурской области
Федосеева,Агата,Мироновна,78 28,244523,30.07.1969,г. Петрозаводск,841-912,24.08.2014,Отдел по вопросам миграции МВД России по Чувашской Республике в г. Новочебоксарск
Воробьев,Зосима,Феликсович,74 44,791585,26.02.1973,г. Кизляр,821-948,22.03.2018,Отдел МВД России по Кабардино-Балкарской Республике в г. Прохладный
Беспалова,Нина,Кирилловна,82 75,603111,09.11.1998,г. Александровск,153-763,08.01.2019,Отдел УФМС России по Ханты-Мансийскому автономному округу — Югре в г. Ханты-Мансийск
